date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:33:12	19353/19353	---M--	200	added ('OK')	image/avif	etag:%222ae0d21314fd67ba5b6a0ccd3a4148e6%22	https://tesla-website-redesigned.vercel.app/Assets/media/images/cyber1.avif	C:/My%20Web%20Sites/dannysofficialdesign/tesla-website-redesigned.vercel.app/Assets/media/images/cyber1.avif	(from https://tesla-website-redesigned.vercel.app/)
10:33:12	19593/19593	---M--	200	added ('OK')	image/avif	etag:%2217f2e817cfe8e9e0a52761bc80ed3c82%22	https://tesla-website-redesigned.vercel.app/Assets/media/images/cyber2.avif	C:/My%20Web%20Sites/dannysofficialdesign/tesla-website-redesigned.vercel.app/Assets/media/images/cyber2.avif	(from https://tesla-website-redesigned.vercel.app/)
10:33:13	93321/93321	---M--	200	added ('OK')	image/avif	etag:%2272b7b52864e5cc850743534b452a98f4%22	https://tesla-website-redesigned.vercel.app/Assets/media/images/mx%201.avif	C:/My%20Web%20Sites/dannysofficialdesign/tesla-website-redesigned.vercel.app/Assets/media/images/mx%201.avif	(from https://tesla-website-redesigned.vercel.app/)
10:33:13	83971/83971	---M--	200	added ('OK')	image/avif	etag:%229986f6e0bb12121c99ac26fefbd2531d%22	https://tesla-website-redesigned.vercel.app/Assets/media/images/mx%202.avif	C:/My%20Web%20Sites/dannysofficialdesign/tesla-website-redesigned.vercel.app/Assets/media/images/mx%202.avif	(from https://tesla-website-redesigned.vercel.app/)
10:33:13	58292/58292	---M--	200	added ('OK')	image/avif	etag:%22288b6f9db1afc5fb1120007675e7615e%22	https://tesla-website-redesigned.vercel.app/Assets/media/images/m3%201.avif	C:/My%20Web%20Sites/dannysofficialdesign/tesla-website-redesigned.vercel.app/Assets/media/images/m3%201.avif	(from https://tesla-website-redesigned.vercel.app/)
10:33:14	157607/157607	---M--	200	added ('OK')	image/avif	etag:%22cff26d8c8e4cbac7dc5804ba5aacb90a%22	https://tesla-website-redesigned.vercel.app/Assets/media/images/m3%202.avif	C:/My%20Web%20Sites/dannysofficialdesign/tesla-website-redesigned.vercel.app/Assets/media/images/m3%202.avif	(from https://tesla-website-redesigned.vercel.app/)
10:33:14	79043/79043	---M--	200	added ('OK')	image/avif	etag:%228a9adeaa25e1332f6ccf6b2ab23d0511%22	https://tesla-website-redesigned.vercel.app/Assets/media/images/model%20s.avif	C:/My%20Web%20Sites/dannysofficialdesign/tesla-website-redesigned.vercel.app/Assets/media/images/model%20s.avif	(from https://tesla-website-redesigned.vercel.app/)
10:33:15	206857/206857	---M--	200	added ('OK')	image/avif	etag:%2252fb7e1b8641f328b1d18b3dd0be4001%22	https://tesla-website-redesigned.vercel.app/Assets/media/images/model%20y.avif	C:/My%20Web%20Sites/dannysofficialdesign/tesla-website-redesigned.vercel.app/Assets/media/images/model%20y.avif	(from https://tesla-website-redesigned.vercel.app/)
10:33:15	330920/330920	---M--	200	added ('OK')	image/avif	etag:%22daa087d12778ee913268ffa0d70229fd%22	https://tesla-website-redesigned.vercel.app/Assets/media/images/cybertruck.avif	C:/My%20Web%20Sites/dannysofficialdesign/tesla-website-redesigned.vercel.app/Assets/media/images/cybertruck.avif	(from https://tesla-website-redesigned.vercel.app/)
10:33:15	150157/150157	---M--	200	added ('OK')	image/avif	etag:%22b4e8224f7a161b70862570ac56cb2479%22	https://tesla-website-redesigned.vercel.app/Assets/media/images/model%20x.avif	C:/My%20Web%20Sites/dannysofficialdesign/tesla-website-redesigned.vercel.app/Assets/media/images/model%20x.avif	(from https://tesla-website-redesigned.vercel.app/)
10:33:16	40458/40458	---M--	200	added ('OK')	image/avif	etag:%228afbbfa43a9b1f5989c85a27d5cf39e1%22	https://tesla-website-redesigned.vercel.app/Assets/media/images/model3.avif	C:/My%20Web%20Sites/dannysofficialdesign/tesla-website-redesigned.vercel.app/Assets/media/images/model3.avif	(from https://tesla-website-redesigned.vercel.app/)
10:33:16	93530/93530	---M--	200	added ('OK')	image/avif	etag:%2284cadf2269b46953c6e3df15a83f0944%22	https://tesla-website-redesigned.vercel.app/Assets/media/images/m3p.avif	C:/My%20Web%20Sites/dannysofficialdesign/tesla-website-redesigned.vercel.app/Assets/media/images/m3p.avif	(from https://tesla-website-redesigned.vercel.app/)
10:33:16	76325/76325	---M--	200	added ('OK')	image/avif	etag:%227a24d11e83e8ba3f7d7b12acc678ff25%22	https://tesla-website-redesigned.vercel.app/Assets/media/images/canvas.avif	C:/My%20Web%20Sites/dannysofficialdesign/tesla-website-redesigned.vercel.app/Assets/media/images/canvas.avif	(from https://tesla-website-redesigned.vercel.app/)
10:33:17	273852/273852	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22fb979058ab66af087f5e58e1b8045295%22	https://tesla-website-redesigned.vercel.app/Assets/media/images/Cybertrucklogo.svg	C:/My%20Web%20Sites/dannysofficialdesign/tesla-website-redesigned.vercel.app/Assets/media/images/Cybertrucklogo.svg	(from https://tesla-website-redesigned.vercel.app/)
10:33:18	134828/134828	---M--	200	added ('OK')	image/avif	etag:%224c420d942aad3e590f0b642e94382e5f%22	https://tesla-website-redesigned.vercel.app/Assets/media/images/cybershow.avif	C:/My%20Web%20Sites/dannysofficialdesign/tesla-website-redesigned.vercel.app/Assets/media/images/cybershow.avif	(from https://tesla-website-redesigned.vercel.app/)
10:33:18	260029/260029	---M--	200	added ('OK')	image/avif	etag:%227668ac8fe0d720c43d89d1188109f496%22	https://tesla-website-redesigned.vercel.app/Assets/media/images/showcase1.avif	C:/My%20Web%20Sites/dannysofficialdesign/tesla-website-redesigned.vercel.app/Assets/media/images/showcase1.avif	(from https://tesla-website-redesigned.vercel.app/)
10:33:19	37851/37851	---M--	200	added ('OK')	image/avif	etag:%2297598bcab94d4e204d62224e583ffad4%22	https://tesla-website-redesigned.vercel.app/Assets/media/images/showcase2.avif	C:/My%20Web%20Sites/dannysofficialdesign/tesla-website-redesigned.vercel.app/Assets/media/images/showcase2.avif	(from https://tesla-website-redesigned.vercel.app/)
10:33:19	259/259	---M--	200	added ('OK')	image/svg+xml	etag:%22b754328f4fa29ab1f629c9847a3fd5e0%22	https://tesla-website-redesigned.vercel.app/Assets/media/images/arrow.svg	C:/My%20Web%20Sites/dannysofficialdesign/tesla-website-redesigned.vercel.app/Assets/media/images/arrow.svg	(from https://tesla-website-redesigned.vercel.app/)
10:33:19	7661/7661	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225770128d25ae246ca38ad4810674482e%22	https://tesla-website-redesigned.vercel.app/Assets/media/images/Texte-Circle.svg	C:/My%20Web%20Sites/dannysofficialdesign/tesla-website-redesigned.vercel.app/Assets/media/images/Texte-Circle.svg	(from https://tesla-website-redesigned.vercel.app/)
10:33:20	35294/35294	---M--	200	added ('OK')	image/avif	etag:%22495d36d53a3d042f21acf100bd14084f%22	https://tesla-website-redesigned.vercel.app/Assets/media/images/showcase3.avif	C:/My%20Web%20Sites/dannysofficialdesign/tesla-website-redesigned.vercel.app/Assets/media/images/showcase3.avif	(from https://tesla-website-redesigned.vercel.app/)
10:33:20	26986/26986	---M--	200	added ('OK')	image/avif	etag:%2224ce992145ea5f9eea57dcdc284eeab8%22	https://tesla-website-redesigned.vercel.app/Assets/media/images/showcase4.avif	C:/My%20Web%20Sites/dannysofficialdesign/tesla-website-redesigned.vercel.app/Assets/media/images/showcase4.avif	(from https://tesla-website-redesigned.vercel.app/)
10:33:20	9132348/9132348	---M--	200	added ('OK')	video/mp4	etag:%22cec7011a69ce729b557920da91290bc6%22	https://tesla-website-redesigned.vercel.app/Assets/media/videos/Cybertruck.mp4	C:/My%20Web%20Sites/dannysofficialdesign/tesla-website-redesigned.vercel.app/Assets/media/videos/Cybertruck.mp4	(from https://tesla-website-redesigned.vercel.app/)
10:33:20	18703/18703	---M--	200	added ('OK')	image/avif	etag:%22267772b7ec9544f839fb6945640d7600%22	https://tesla-website-redesigned.vercel.app/Assets/media/images/showcase5.avif	C:/My%20Web%20Sites/dannysofficialdesign/tesla-website-redesigned.vercel.app/Assets/media/images/showcase5.avif	(from https://tesla-website-redesigned.vercel.app/)
10:33:21	158314/158314	---M--	200	added ('OK')	image/avif	etag:%221b7eff2d77ec74bda459799134421d7f%22	https://tesla-website-redesigned.vercel.app/Assets/media/images/solar-roof-protection.avif	C:/My%20Web%20Sites/dannysofficialdesign/tesla-website-redesigned.vercel.app/Assets/media/images/solar-roof-protection.avif	(from https://tesla-website-redesigned.vercel.app/)
10:33:22	456097/456097	---M--	200	added ('OK')	image/avif	etag:%226cfcfb30699b5bbb5c94de7f25aa2f71%22	https://tesla-website-redesigned.vercel.app/Assets/media/images/powerwall.avif	C:/My%20Web%20Sites/dannysofficialdesign/tesla-website-redesigned.vercel.app/Assets/media/images/powerwall.avif	(from https://tesla-website-redesigned.vercel.app/)
10:33:22	3850654/3850654	---M--	200	added ('OK')	video/webm	etag:%22c0bb302bf7202fa79c5f35dd3e98dde7%22	https://tesla-website-redesigned.vercel.app/Assets/media/videos/solar-roof-main-hero-desktop.webm	C:/My%20Web%20Sites/dannysofficialdesign/tesla-website-redesigned.vercel.app/Assets/media/videos/solar-roof-main-hero-desktop.webm	(from https://tesla-website-redesigned.vercel.app/)
10:33:22	652097/652097	---M--	200	added ('OK')	image/avif	etag:%222544c48dda8f71c7932a86dcfb54c781%22	https://tesla-website-redesigned.vercel.app/Assets/media/images/maximum-solar-production.avif	C:/My%20Web%20Sites/dannysofficialdesign/tesla-website-redesigned.vercel.app/Assets/media/images/maximum-solar-production.avif	(from https://tesla-website-redesigned.vercel.app/)
10:33:22	276054/276054	---M--	200	added ('OK')	image/avif	etag:%221564bbed63aea4c34cbcdd874527a786%22	https://tesla-website-redesigned.vercel.app/Assets/media/images/energy-thats-there.avif	C:/My%20Web%20Sites/dannysofficialdesign/tesla-website-redesigned.vercel.app/Assets/media/images/energy-thats-there.avif	(from https://tesla-website-redesigned.vercel.app/)
10:33:23	145229/145229	---M--	200	added ('OK')	image/jpeg	etag:%2292f9f3f6cf1393c480f8ded69b7e85c8%22	https://tesla-website-redesigned.vercel.app/Assets/media/canvas/Charging/aspose_video_133661107269338471_out0001.jpg	C:/My%20Web%20Sites/dannysofficialdesign/tesla-website-redesigned.vercel.app/Assets/media/canvas/Charging/aspose_video_133661107269338471_out0001.jpg	(from https://tesla-website-redesigned.vercel.app/)
10:33:24	432431/432431	---M--	200	added ('OK')	image/avif	etag:%2226ff17c021bf1759d67494bff17295c0%22	https://tesla-website-redesigned.vercel.app/Assets/media/images/home-charging-energize-savings-desktop.avif	C:/My%20Web%20Sites/dannysofficialdesign/tesla-website-redesigned.vercel.app/Assets/media/images/home-charging-energize-savings-desktop.avif	(from https://tesla-website-redesigned.vercel.app/)
10:33:24	6038/6038	---M--	200	added ('OK')	image/jpeg	etag:%221e15b31eca5f56b8e62e2948e42b3062%22	https://tesla-website-redesigned.vercel.app/Assets/media/images/whitee.jpg	C:/My%20Web%20Sites/dannysofficialdesign/tesla-website-redesigned.vercel.app/Assets/media/images/whitee.jpg	(from https://tesla-website-redesigned.vercel.app/)
10:33:25	220118/220118	---M--	200	added ('OK')	image/avif	etag:%2231dbc64c45bbdc6b80cb84e7ccd445d7%22	https://tesla-website-redesigned.vercel.app/Assets/media/images/page6bg.avif	C:/My%20Web%20Sites/dannysofficialdesign/tesla-website-redesigned.vercel.app/Assets/media/images/page6bg.avif	(from https://tesla-website-redesigned.vercel.app/)
10:33:26	71157/71157	---M-Z	200	added ('OK')	application/javascript	etag:%2263a3f27f-6cbd%22	https://cdnjs.cloudflare.com/ajax/libs/gsap/3.11.4/gsap.min.js	C:/My%20Web%20Sites/dannysofficialdesign/cdnjs.cloudflare.com/ajax/libs/gsap/3.11.4/gsap.min.js	(from https://tesla-website-redesigned.vercel.app/)
10:33:26	40596/40596	---M-Z	200	added ('OK')	application/javascript	etag:%2263a3f27f-4106%22	https://cdnjs.cloudflare.com/ajax/libs/gsap/3.11.4/ScrollTrigger.min.js	C:/My%20Web%20Sites/dannysofficialdesign/cdnjs.cloudflare.com/ajax/libs/gsap/3.11.4/ScrollTrigger.min.js	(from https://tesla-website-redesigned.vercel.app/)
10:33:26	13321/13321	---M-Z	200	added ('OK')	application/javascript	etag:W/%223409-w9Y03eyVWdhcmN83QS4sGpke7HE%22	https://cdn.jsdelivr.net/gh/studio-freight/lenis@0.2.28/bundled/lenis.js	C:/My%20Web%20Sites/dannysofficialdesign/cdn.jsdelivr.net/gh/studio-freight/lenis@0.2.28/bundled/lenis.js	(from https://tesla-website-redesigned.vercel.app/)
10:33:27	59182/59182	---MCZ	200	added ('OK')	application/javascript	etag:W/%22967ecc979e3b07863d3239c8e32cbaa7%22	https://tesla-website-redesigned.vercel.app/script.js	C:/My%20Web%20Sites/dannysofficialdesign/tesla-website-redesigned.vercel.app/script.js	(from https://tesla-website-redesigned.vercel.app/)
10:33:27	9739755/9739755	---M--	200	added ('OK')	video/mp4	etag:%221a47daef0627029acfdaffde1c8e9d2b%22	https://tesla-website-redesigned.vercel.app/Assets/media/videos/Charging-Main-Hero-Desktop-NA-JP-KR-2800x1800.mp4	C:/My%20Web%20Sites/dannysofficialdesign/tesla-website-redesigned.vercel.app/Assets/media/videos/Charging-Main-Hero-Desktop-NA-JP-KR-2800x1800.mp4	(from https://tesla-website-redesigned.vercel.app/)
10:33:28	45768/45768	---M--	200	added ('OK')	font/woff2	etag:%22927deb180939724b9b57ab5a966ea6fd%22	https://tesla-website-redesigned.vercel.app/Assets/fonts/6edbc5d79e66b363-s.p.woff2	C:/My%20Web%20Sites/dannysofficialdesign/tesla-website-redesigned.vercel.app/Assets/fonts/6edbc5d79e66b363-s.p.woff2	(from https://tesla-website-redesigned.vercel.app/style.css)
10:33:28	29108/29108	---M--	200	added ('OK')	font/woff2	etag:%229864caadacfb9c9fb59134f1d2b9847a%22	https://tesla-website-redesigned.vercel.app/Assets/fonts/sp1.woff2	C:/My%20Web%20Sites/dannysofficialdesign/tesla-website-redesigned.vercel.app/Assets/fonts/sp1.woff2	(from https://tesla-website-redesigned.vercel.app/style.css)
10:33:28	532732/532732	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22820fc-eeG2+V15fKjUFyWtpC+CdM4RsWw%22	https://cdn.jsdelivr.net/npm/remixicon@4.3.0/fonts/remixicon.eot?t=1718271040674	C:/My%20Web%20Sites/dannysofficialdesign/cdn.jsdelivr.net/npm/remixicon@4.3.0/fonts/remixicon0c93.eot	(from https://cdn.jsdelivr.net/npm/remixicon@4.3.0/fonts/remixicon.css)
10:33:29	165440/165440	---M--	200	added ('OK')	font/woff2	etag:W/%2228640-yPPYqUlUaaC7wMmYA8KM+xzSl0Q%22	https://cdn.jsdelivr.net/npm/remixicon@4.3.0/fonts/remixicon.woff2?t=1718271040674	C:/My%20Web%20Sites/dannysofficialdesign/cdn.jsdelivr.net/npm/remixicon@4.3.0/fonts/remixicon0c93.woff2	(from https://cdn.jsdelivr.net/npm/remixicon@4.3.0/fonts/remixicon.css)
10:33:29	9015144/9015144	---M--	200	added ('OK')	video/mp4	etag:%225e6cc47d3ce8d97ee1e2c054053cc2d9%22	https://tesla-website-redesigned.vercel.app/Assets/media/videos/Supercharger-Main-Hero-Desktop-1920x1080.mp4	C:/My%20Web%20Sites/dannysofficialdesign/tesla-website-redesigned.vercel.app/Assets/media/videos/Supercharger-Main-Hero-Desktop-1920x1080.mp4	(from https://tesla-website-redesigned.vercel.app/)
10:33:29	227384/227384	---M--	200	added ('OK')	font/woff	etag:W/%2237838-4/IRbLcEPNg78pT41rf0mF5dXis%22	https://cdn.jsdelivr.net/npm/remixicon@4.3.0/fonts/remixicon.woff?t=1718271040674	C:/My%20Web%20Sites/dannysofficialdesign/cdn.jsdelivr.net/npm/remixicon@4.3.0/fonts/remixicon0c93.woff	(from https://cdn.jsdelivr.net/npm/remixicon@4.3.0/fonts/remixicon.css)
10:33:30	532560/532560	---M-Z	200	added ('OK')	font/ttf	etag:W/%2282050-jOdMLOCGNR0MoyPLe0Hiucwn8P0%22	https://cdn.jsdelivr.net/npm/remixicon@4.3.0/fonts/remixicon.ttf?t=1718271040674	C:/My%20Web%20Sites/dannysofficialdesign/cdn.jsdelivr.net/npm/remixicon@4.3.0/fonts/remixicon0c93.ttf	(from https://cdn.jsdelivr.net/npm/remixicon@4.3.0/fonts/remixicon.css)
10:33:31	58/58	---M--	400	error ('Bad%20Request')	text/plain	etag:W/%223a-taO9i3TG0dz45Oeau8VRWJD4Xi8%22	https://cdn.jsdelivr.net/robots.txt		(from https://cdn.jsdelivr.net/npm/remixicon@4.3.0/fonts/remixicon.css)
10:33:31	2496056/2496056	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%22261638-Cr3iLZ437ntcfHcNsLoYBQVk00E%22	https://cdn.jsdelivr.net/npm/remixicon@4.3.0/fonts/remixicon.svg?t=1718271040674	C:/My%20Web%20Sites/dannysofficialdesign/cdn.jsdelivr.net/npm/remixicon@4.3.0/fonts/remixicon0c93.svg	(from https://cdn.jsdelivr.net/npm/remixicon@4.3.0/fonts/remixicon.css)
